workout_name,date,exercise_name,sets,total_reps,avg_weight_per_rep,max_weight_per_rep,total_weight,one_rm_found,one_rm_estimated,one_rm_estimated_from_set_weight,one_rm_estimated_from_set_reps,training_id,record_id,error
260206 Strength C - Complimentary,2026-03-03,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,25.8,0.0,0.0,0,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Half-Kneeling Modified Rainbow,2,0,0.0,0.0,0.0,25.8,0.0,0.0,0,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Standing Dual-Handle Chest Press,3,36,16.0,17.0,576.0,25.8,23.8,17.0,12,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Kneeling Bent-Over Overhead Curl,3,36,9.181,10.0,330.5,25.8,14.0,10.0,12,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Seated Barbell Good Morning,3,24,57.333,60.0,1376.0,25.8,76.0,60.0,8,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Bent-Over Dual-Handle underhand Triceps kickback,3,30,7.167,7.5,215.0,25.8,10.0,7.5,10,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,​Half-Kneeling Single-Arm Preacher Curl​,6,48,12.667,14.5,608.0,25.8,18.367,14.5,8,437668,2927037,
260206 Strength C - Complimentary,2026-03-03,Diamond Push-Up,3,0,0.0,0.0,0.0,25.8,0.0,0.0,0,437668,2927037,
Core Basics,2026-03-01,Mat Lying Toe Taps,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Mat Shoulder Bridg,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Mat Knee Pressure,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Supine Leg Scissors,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,High Adductor Stretch,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Parallel Press,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Lying Straight Down,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Lying Side Arm,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,The Hundred Prep,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Abdominal Stretch,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
Core Basics,2026-03-01,Child Pose,1,0,0.0,0.0,0.0,,0.0,0.0,0,843518,2913925,
260213 Run strenght A,2026-03-01,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,435255,2913880,
260213 Run strenght A,2026-03-01,Seated 90/90 Stretch,1,0,0.0,0.0,0.0,116.9,0.0,0.0,0,435255,2913880,
260213 Run strenght A,2026-03-01,Barbell Romanian Deadlift,4,32,82.0,90.0,2624.0,116.9,114.0,90.0,8,435255,2913880,
260213 Run strenght A,2026-03-01,Barbell Bulgarian Split Squat,6,48,28.5,30.0,1368.0,116.9,38.0,30.0,8,435255,2913880,
260213 Run strenght A,2026-03-01,​Bodyweight Reverse Plank March,3,0,0.0,0.0,0.0,116.9,0.0,0.0,0,435255,2913880,
260213 Run strenght A,2026-03-01,Half Kneeling Single-Arm Row,6,72,22.667,24.0,1632.0,116.9,33.6,24.0,12,435255,2913880,
260213 Run strenght A,2026-03-01,Assisted Bent Knee Calf Raise,3,0,0.0,0.0,0.0,116.9,0.0,0.0,0,435255,2913880,
260213 Run strenght A,2026-03-01,Leg Curl Cross-Flatbench,4,40,11.0,11.0,440.0,116.9,14.667,11.0,10,435255,2913880,
30 Minutes HIIT Rowing Workout,2026-02-27,,,,,,,,,,,840820,2904289,Empty detail for training_id=840820 (attempt 3)
260213 Run strength B,2026-02-26,The World's Greatest Stretch​,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0,432183,2897061,
260213 Run strength B,2026-02-26,In-place Inchworm,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,432183,2897061,
260213 Run strength B,2026-02-26,Barbell Squat,4,32,70.0,70.0,2240.0,1.0,88.667,70.0,8,432183,2897061,
260213 Run strength B,2026-02-26,Handle Lateral Split Squat,6,72,45.833,46.0,3300.0,1.0,64.4,46.0,12,432183,2897061,
260213 Run strength B,2026-02-26,Standing Dual-Handle Reverse-Grip Lateral Raise,3,24,7.271,7.5,174.5,1.0,9.5,7.5,8,432183,2897061,
260213 Run strength B,2026-02-26,V-ups,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0,432183,2897061,
260213 Run strength B,2026-02-26,Bent-Over Dual-Handle Reverse Fly,3,36,5.0,5.0,180.0,1.0,7.0,5.0,12,432183,2897061,
260213 Run strength B,2026-02-26,Barbell Single-Leg Hip Thrust,4,60,26.867,41.0,1612.0,1.0,61.5,41.0,15,432183,2897061,
Aaron’s Biceps Day Workout,2026-02-25,Biceps Stretch,4,0,0.0,0.0,0.0,16.4,0.0,0.0,0,838278,2894216,
Aaron’s Biceps Day Workout,2026-02-25,Seated Single-Arm Concentration Curl,6,48,14.0,14.0,672.0,16.4,17.733,14.0,8,838278,2894216,
Aaron’s Biceps Day Workout,2026-02-25,Seated Incline Dual-Handle Biceps Curl,3,24,11.667,12.0,280.0,16.4,15.2,12.0,8,838278,2894216,
Aaron’s Biceps Day Workout,2026-02-25,Dual-Handle Alternating Biceps Curl,3,24,14.333,15.0,344.0,16.4,19.0,15.0,8,838278,2894216,
Aaron’s Biceps Day Workout,2026-02-25,Standing Tricep Rope Hammer Curl,3,24,23.333,26.0,560.0,16.4,32.933,26.0,8,838278,2894216,
Aaron’s Biceps Day Workout,2026-02-25,Standing Barbell Biceps Curl,3,24,26.083,28.0,626.0,16.4,35.467,28.0,8,838278,2894216,
260213 Run strenght A,2026-02-24,Dynamic Hamstring Stretch,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,430008,2885410,
260213 Run strenght A,2026-02-24,Seated 90/90 Stretch,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,430008,2885410,
260213 Run strenght A,2026-02-24,Barbell Romanian Deadlift,4,33,70.0,70.0,2310.0,90.9,91.0,70.0,9,430008,2885410,
260213 Run strenght A,2026-02-24,Barbell Bulgarian Split Squat,6,46,23.435,27.0,1078.0,90.9,34.2,27.0,8,430008,2885410,
260213 Run strenght A,2026-02-24,​Bodyweight Reverse Plank March,3,0,0.0,0.0,0.0,90.9,0.0,0.0,0,430008,2885410,
260213 Run strenght A,2026-02-24,Half Kneeling Single-Arm Row,6,72,16.5,20.0,1188.0,90.9,28.0,20.0,12,430008,2885410,
260213 Run strenght A,2026-02-24,Assisted Bent Knee Calf Raise,3,0,0.0,0.0,0.0,90.9,0.0,0.0,0,430008,2885410,
260213 Run strenght A,2026-02-24,Leg Curl Cross-Flatbench,4,40,10.0,10.0,400.0,90.9,13.333,10.0,10,430008,2885410,
260213 Run strength B,2026-02-22,The World's Greatest Stretch​,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,428202,2875250,
260213 Run strength B,2026-02-22,In-place Inchworm,1,0,0.0,0.0,0.0,90.9,0.0,0.0,0,428202,2875250,
260213 Run strength B,2026-02-22,Barbell Squat,4,32,70.0,70.0,2240.0,90.9,88.667,70.0,8,428202,2875250,
260213 Run strength B,2026-02-22,Handle Lateral Split Squat,6,36,48.667,50.0,1752.0,90.9,70.0,50.0,12,428202,2875250,
260213 Run strength B,2026-02-22,Standing Dual-Handle Reverse-Grip Lateral Raise,5,24,5.333,6.0,128.0,90.9,7.6,6.0,8,428202,2875250,
260213 Run strength B,2026-02-22,V-ups,3,0,0.0,0.0,0.0,90.9,0.0,0.0,0,428202,2875250,
260213 Run strength B,2026-02-22,Bent-Over Dual-Handle Reverse Fly,3,36,5.0,5.0,180.0,90.9,7.0,5.0,12,428202,2875250,
260213 Run strength B,2026-02-22,Barbell Single-Leg Hip Thrust,4,12,51.0,51.0,612.0,90.9,71.4,51.0,12,428202,2875250,
260206 Strength C - Complimentary,2026-02-21,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,47.0,0.0,0.0,0,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Half-Kneeling Modified Rainbow,2,0,0.0,0.0,0.0,47.0,0.0,0.0,0,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Standing Barbell Chest Press,3,36,29.583,31.0,1065.0,47.0,43.4,31.0,12,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Seated Barbell Good Morning,3,24,52.292,54.0,1255.0,47.0,68.4,54.0,8,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Kneeling Bent-Over Overhead Curl,3,36,8.167,9.0,294.0,47.0,12.6,9.0,12,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Bent-Over Dual-Handle underhand Triceps kickback,3,30,7.0,7.0,210.0,47.0,9.333,7.0,10,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,​Half-Kneeling Single-Arm Preacher Curl​,6,48,11.104,11.5,533.0,47.0,14.567,11.5,8,427071,2868455,
260206 Strength C - Complimentary,2026-02-21,Diamond Push-Up,3,0,0.0,0.0,0.0,47.0,0.0,0.0,0,427071,2868455,
Oksana & Carrot's Yoga Workout: Spinal Health,2026-02-17,,,,,,,,,,,825093,2845990,Empty detail for training_id=825093 (attempt 3)
260213 Run strenght A,2026-02-17,Dynamic Hamstring Stretch,2,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,Seated 90/90 Stretch,2,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,Barbell Romanian Deadlift,4,32,91.0,91.0,2912.0,118.8,115.267,91.0,8,423017,2845923,
260213 Run strenght A,2026-02-17,Barbell Bulgarian Split Squat,6,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,​Bodyweight Reverse Plank March,3,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,Half Kneeling Single-Arm Row,6,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,Assisted Bent Knee Calf Raise,3,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
260213 Run strenght A,2026-02-17,Leg Curl Cross-Flatbench,4,0,0.0,0.0,0.0,118.8,0.0,0.0,0,423017,2845923,
Epic Chest 2,2026-02-15,Bent Over T-Raise,1,0,0.0,0.0,0.0,46.2,0.0,0.0,0,822606,2836785,
Epic Chest 2,2026-02-15,Standing Cable External Rotation,2,40,3.5,3.5,140.0,46.2,5.833,3.5,20,822606,2836785,
Epic Chest 2,2026-02-15,Barbell Bench Press,4,45,29.244,32.0,1316.0,46.2,42.0,30.0,12,822606,2836785,
Epic Chest 2,2026-02-15,Standing Dual-Handle Chest Press,3,30,13.65,18.0,409.5,46.2,22.8,18.0,8,822606,2836785,
Epic Chest 2,2026-02-15,Decline Push-Up,3,0,0.0,0.0,0.0,46.2,0.0,0.0,0,822606,2836785,
Epic Chest 2,2026-02-15,Standing Dual-Handle High-to-Low Chest Fly,3,37,8.23,9.0,304.5,46.2,12.0,9.0,10,822606,2836785,
Epic Chest 2,2026-02-15,Bench Push-Up,3,0,0.0,0.0,0.0,46.2,0.0,0.0,0,822606,2836785,
Epic Chest 2,2026-02-15,Chest Stretch,4,0,0.0,0.0,0.0,46.2,0.0,0.0,0,822606,2836785,
Run strenght A 251222,2026-02-13,The World's Greatest Stretch​,2,0,0.0,0.0,0.0,111.8,0.0,0.0,0,419235,2824052,
Run strenght A 251222,2026-02-13,In-place Inchworm,1,0,0.0,0.0,0.0,111.8,0.0,0.0,0,419235,2824052,
Run strenght A 251222,2026-02-13,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,111.8,0.0,0.0,0,419235,2824052,
Run strenght A 251222,2026-02-13,Barbell Stiff-Leg Deadlift,4,32,86.0,86.0,2752.0,111.8,108.933,86.0,8,419235,2824052,
Run strenght A 251222,2026-02-13,Barbell Alternating Reverse Lunge,4,64,29.5,32.0,1888.0,111.8,49.067,32.0,16,419235,2824052,
Run strenght A 251222,2026-02-13,Laying Straight Leg Figure Eight,4,0,0.0,0.0,0.0,111.8,0.0,0.0,0,419235,2824052,
Run strenght A 251222,2026-02-13,Dual-Handle Single-Leg Romanian Deadlift,6,48,24.667,26.0,1184.0,111.8,32.933,26.0,8,419235,2824052,
Run strenght A 251222,2026-02-13,Seated Dual-Handle Low to High Chest Fly,3,30,8.5,8.5,255.0,111.8,11.333,8.5,10,419235,2824052,
Run strenght A 251222,2026-02-13,Leg Curl Cross-Flatbench,6,48,9.333,9.5,448.0,111.8,12.033,9.5,8,419235,2824052,
Run strenght A 251222,2026-02-13,Standing Barbell Calf Raise,2,20,58.0,58.0,1160.0,111.8,77.333,58.0,10,419235,2824052,
Run strenght A 251222,2026-02-13,Pogo Jumps,2,0,0.0,0.0,0.0,111.8,0.0,0.0,0,419235,2824052,
260206 Strength C - Complimentary,2026-02-10,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,42.4,0.0,0.0,0,416004,2806419,
260206 Strength C - Complimentary,2026-02-10,Half-Kneeling Modified Rainbow,2,0,0.0,0.0,0.0,42.4,0.0,0.0,0,416004,2806419,
260206 Strength C - Complimentary,2026-02-10,Standing Barbell Chest Press,3,36,24.167,28.0,870.0,42.4,39.2,28.0,12,416004,2806419,
